record_id,query_id,source_query_id,source_task_type,query_text,query_type,physical_target_text,affective_target_text,instruction_text,display_order,pano_id,best_yaw,yaw,lng,lat,image_path,image_file_name,web_path,copy_status,source_final_csv,review_id,mode,dedupe_key,copied_image_path,methods_present,num_methods_present,m1_clip_rank,m1_clip_score,m1_clip_source_csv,m2_finetuned_clip_rank,m2_finetuned_clip_score,m2_finetuned_clip_source_csv,b1_siglip_rank,b1_siglip_score,b1_siglip_source_csv,m3_qwen_rerank_rank,m3_qwen_rerank_score,m3_qwen_rerank_source_csv,placeseek_physical_m5_rank,placeseek_physical_m5_score,placeseek_physical_m5_source_csv,placeseek_physical_affective_m5_rank,placeseek_physical_affective_m5_score,placeseek_physical_affective_m5_source_csv,human_physical_label,human_affective_label,human_overall_label,notes,best_view_path,best_method_rank,placeseek_affective_only_rank,placeseek_affective_only_score,placeseek_affective_only_source_csv
A1_0001,A1,,,I want to find a walkable street surrounded by vintage-style historic buildings.,affective_heavy,sidewalk; low traffic; vintage building facade; street in human scale; not avenues,walkable; vintage-style,,584,jKDSI6KxQMyDYatAHXnvww,180,180,9.1807378,45.4615741,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\jKDSI6KxQMyDYatAHXnvww_180.jpg,A1_0001.jpg,images/A1_0001.jpg,copied,,A1_0001,m5,jkdsi6kxqmydyatahxnvww::180,D:\AAG\Milano_SVI\lang2img\4_FindTop20\outputs_physical_affective\A1_m5_physical_affective\images\A1_0001.jpg,m1_clip,1,1,0.23583984,D:\AAG\Milano_SVI\lang2img\0_M1_CLIP\M1_Results\A1\a1_candidates_baseline_q99_top2mean.csv,,,,,,,,,,,,,,,,,,,,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\jKDSI6KxQMyDYatAHXnvww_180.jpg,,,,
A3_0039,A3,,,a tree-lined shaded path suitable for jogging.,affective_heavy,tree canopy; suitable running roads,comfortable; pleasant,,131,NLLnHHfGGhTyPuWrruic3Q,0,0,9.123086451,45.50519063,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\NLLnHHfGGhTyPuWrruic3Q_000.jpg,A3_0039.jpg,images/A3_0039.jpg,copied,,A3_0039,m5,nllnhhfgghtypuwrruic3q::0,D:\AAG\Milano_SVI\lang2img\4_FindTop20\outputs_physical_affective\A3_m5_physical_affective\images\A3_0039.jpg,b1_siglip,1,,,,,,,6,0.1751709,D:\AAG\Milano_SVI\lang2img\0_B1_SigLIP\B1_Results\A3\a3_candidates_baseline_q99_top2mean.csv,,,,,,,,,,,,,,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\NLLnHHfGGhTyPuWrruic3Q_000.jpg,,,,
A3_0040,A3,,,a tree-lined shaded path suitable for jogging.,affective_heavy,tree canopy; suitable running roads,comfortable; pleasant,,242,3dKxmbvMi3wS6iM525a7mg,0,0,9.2672191,45.4671966,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\3dKxmbvMi3wS6iM525a7mg_000.jpg,A3_0040.jpg,images/A3_0040.jpg,copied,,A3_0040,m5,3dkxmbvmi3ws6im525a7mg::0,D:\AAG\Milano_SVI\lang2img\4_FindTop20\outputs_physical_affective\A3_m5_physical_affective\images\A3_0040.jpg,b1_siglip | placeseek_physical_affective_m5,2,,,,,,,7,0.17504883,D:\AAG\Milano_SVI\lang2img\0_B1_SigLIP\B1_Results\A3\a3_candidates_baseline_q99_top2mean.csv,,,,,,,14,0.783826516711906,D:\AAG\Milano_SVI\lang2img\3_Rerank\Rerank_Affective\A3_m5_physical_affective\a3_m5_physical_affective_reranked.csv,,,,,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\3dKxmbvMi3wS6iM525a7mg_000.jpg,,,,
A3_0041,A3,,,a tree-lined shaded path suitable for jogging.,affective_heavy,tree canopy; suitable running roads,comfortable; pleasant,,442,Z2eXx111w-5p7ETLPr3-Ig,0,0,9.1710959,45.4748152,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\Z2eXx111w-5p7ETLPr3-Ig_000.jpg,A3_0041.jpg,images/A3_0041.jpg,copied,,A3_0041,m5,z2exx111w-5p7etlpr3-ig::0,D:\AAG\Milano_SVI\lang2img\4_FindTop20\outputs_physical_affective\A3_m5_physical_affective\images\A3_0041.jpg,b1_siglip,1,,,,,,,8,0.17443848,D:\AAG\Milano_SVI\lang2img\0_B1_SigLIP\B1_Results\A3\a3_candidates_baseline_q99_top2mean.csv,,,,,,,,,,,,,,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\Z2eXx111w-5p7ETLPr3-Ig_000.jpg,,,,
A3_0042,A3,,,a tree-lined shaded path suitable for jogging.,affective_heavy,tree canopy; suitable running roads,comfortable; pleasant,,479,8-3EzZoEC33ChRY1m_eAKw,180,180,9.1752774,45.4770827,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\8-3EzZoEC33ChRY1m_eAKw_180.jpg,A3_0042.jpg,images/A3_0042.jpg,copied,,A3_0042,m5,8-3ezzoec33chry1m_eakw::180,D:\AAG\Milano_SVI\lang2img\4_FindTop20\outputs_physical_affective\A3_m5_physical_affective\images\A3_0042.jpg,b1_siglip,1,,,,,,,9,0.17443848,D:\AAG\Milano_SVI\lang2img\0_B1_SigLIP\B1_Results\A3\a3_candidates_baseline_q99_top2mean.csv,,,,,,,,,,,,,,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\8-3EzZoEC33ChRY1m_eAKw_180.jpg,,,,
A3_0043,A3,,,a tree-lined shaded path suitable for jogging.,affective_heavy,tree canopy; suitable running roads,comfortable; pleasant,,395,_d_I2C8LKW1cSgR2mDdXSg,180,180,9.24954435,45.4677395,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\_d_I2C8LKW1cSgR2mDdXSg_180.jpg,A3_0043.jpg,images/A3_0043.jpg,copied,,A3_0043,m5,_d_i2c8lkw1csgr2mddxsg::180,D:\AAG\Milano_SVI\lang2img\4_FindTop20\outputs_physical_affective\A3_m5_physical_affective\images\A3_0043.jpg,b1_siglip | placeseek_physical_m5,2,,,,,,,10,0.1739502,D:\AAG\Milano_SVI\lang2img\0_B1_SigLIP\B1_Results\A3\a3_candidates_baseline_q99_top2mean.csv,,,,16,0.835136727065876,D:\AAG\Milano_SVI\lang2img\3_Rerank\Rerank_Semantic\A3_m5_physical\a3_m5_physical_semantic_reranked.csv,,,,,,,,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\_d_I2C8LKW1cSgR2mDdXSg_180.jpg,,,,
A3_0044,A3,,,a tree-lined shaded path suitable for jogging.,affective_heavy,tree canopy; suitable running roads,comfortable; pleasant,,348,aSVxasgIesf_9Mk3AIaSAQ,0,0,9.192777042,45.47177829,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\aSVxasgIesf_9Mk3AIaSAQ_000.jpg,A3_0044.jpg,images/A3_0044.jpg,copied,,A3_0044,m5,asvxasgiesf_9mk3aiasaq::0,D:\AAG\Milano_SVI\lang2img\4_FindTop20\outputs_physical_affective\A3_m5_physical_affective\images\A3_0044.jpg,b1_siglip,1,,,,,,,11,0.17272949,D:\AAG\Milano_SVI\lang2img\0_B1_SigLIP\B1_Results\A3\a3_candidates_baseline_q99_top2mean.csv,,,,,,,,,,,,,,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\aSVxasgIesf_9Mk3AIaSAQ_000.jpg,,,,
A3_0045,A3,,,a tree-lined shaded path suitable for jogging.,affective_heavy,tree canopy; suitable running roads,comfortable; pleasant,,444,xftFCy1LaiOIowbm7wCDLA,0,0,9.258701014,45.49623154,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\xftFCy1LaiOIowbm7wCDLA_000.jpg,A3_0045.jpg,images/A3_0045.jpg,copied,,A3_0045,m5,xftfcy1laioiowbm7wcdla::0,D:\AAG\Milano_SVI\lang2img\4_FindTop20\outputs_physical_affective\A3_m5_physical_affective\images\A3_0045.jpg,b1_siglip,1,,,,,,,12,0.17272949,D:\AAG\Milano_SVI\lang2img\0_B1_SigLIP\B1_Results\A3\a3_candidates_baseline_q99_top2mean.csv,,,,,,,,,,,,,,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\xftFCy1LaiOIowbm7wCDLA_000.jpg,,,,
A3_0046,A3,,,a tree-lined shaded path suitable for jogging.,affective_heavy,tree canopy; suitable running roads,comfortable; pleasant,,426,7S0wOVxXFZQYrzi_ySuRKg,180,180,9.267062583,45.46781695,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\7S0wOVxXFZQYrzi_ySuRKg_180.jpg,A3_0046.jpg,images/A3_0046.jpg,copied,,A3_0046,m5,7s0wovxxfzqyrzi_ysurkg::180,D:\AAG\Milano_SVI\lang2img\4_FindTop20\outputs_physical_affective\A3_m5_physical_affective\images\A3_0046.jpg,b1_siglip,1,,,,,,,13,0.17260742,D:\AAG\Milano_SVI\lang2img\0_B1_SigLIP\B1_Results\A3\a3_candidates_baseline_q99_top2mean.csv,,,,,,,,,,,,,,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\7S0wOVxXFZQYrzi_ySuRKg_180.jpg,,,,
A3_0047,A3,,,a tree-lined shaded path suitable for jogging.,affective_heavy,tree canopy; suitable running roads,comfortable; pleasant,,514,013OI_j_ZEmuDQj2uBJDUw,0,0,9.266988882,45.46833038,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\013OI_j_ZEmuDQj2uBJDUw_000.jpg,A3_0047.jpg,images/A3_0047.jpg,copied,,A3_0047,m5,013oi_j_zemudqj2ubjduw::0,D:\AAG\Milano_SVI\lang2img\4_FindTop20\outputs_physical_affective\A3_m5_physical_affective\images\A3_0047.jpg,b1_siglip | m3_qwen_rerank,2,,,,,,,14,0.17236328,D:\AAG\Milano_SVI\lang2img\0_B1_SigLIP\B1_Results\A3\a3_candidates_baseline_q99_top2mean.csv,3,0.22375488,D:\AAG\Milano_SVI\lang2img\3_Rerank\Rerank_M3\M3_Results\A3\a3_m3_qwen_reranked.csv,,,,,,,,,,,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\013OI_j_ZEmuDQj2uBJDUw_000.jpg,,,,
A3_0048,A3,,,a tree-lined shaded path suitable for jogging.,affective_heavy,tree canopy; suitable running roads,comfortable; pleasant,,169,msSvB5eZsmowNEWKxqhTkA,180,180,9.2672242,45.4695532,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\msSvB5eZsmowNEWKxqhTkA_180.jpg,A3_0048.jpg,images/A3_0048.jpg,copied,,A3_0048,m5,mssvb5ezsmownewkxqhtka::180,D:\AAG\Milano_SVI\lang2img\4_FindTop20\outputs_physical_affective\A3_m5_physical_affective\images\A3_0048.jpg,b1_siglip,1,,,,,,,15,0.17102051,D:\AAG\Milano_SVI\lang2img\0_B1_SigLIP\B1_Results\A3\a3_candidates_baseline_q99_top2mean.csv,,,,,,,,,,,,,,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\msSvB5eZsmowNEWKxqhTkA_180.jpg,,,,
A3_0049,A3,,,a tree-lined shaded path suitable for jogging.,affective_heavy,tree canopy; suitable running roads,comfortable; pleasant,,407,AiKz9uXOo1OUT2THY4jLTQ,180,180,9.266976512,45.46895798,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\AiKz9uXOo1OUT2THY4jLTQ_180.jpg,A3_0049.jpg,images/A3_0049.jpg,copied,,A3_0049,m5,aikz9uxoo1out2thy4jltq::180,D:\AAG\Milano_SVI\lang2img\4_FindTop20\outputs_physical_affective\A3_m5_physical_affective\images\A3_0049.jpg,b1_siglip | m3_qwen_rerank,2,,,,,,,17,0.16955566,D:\AAG\Milano_SVI\lang2img\0_B1_SigLIP\B1_Results\A3\a3_candidates_baseline_q99_top2mean.csv,7,0.22436523,D:\AAG\Milano_SVI\lang2img\3_Rerank\Rerank_M3\M3_Results\A3\a3_m3_qwen_reranked.csv,,,,,,,,,,,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\AiKz9uXOo1OUT2THY4jLTQ_180.jpg,,,,
A3_0050,A3,,,a tree-lined shaded path suitable for jogging.,affective_heavy,tree canopy; suitable running roads,comfortable; pleasant,,255,hzLmpWbbM09Vltv2j88_PQ,180,180,9.266413911,45.46778761,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\hzLmpWbbM09Vltv2j88_PQ_180.jpg,A3_0050.jpg,images/A3_0050.jpg,copied,,A3_0050,m5,hzlmpwbbm09vltv2j88_pq::180,D:\AAG\Milano_SVI\lang2img\4_FindTop20\outputs_physical_affective\A3_m5_physical_affective\images\A3_0050.jpg,b1_siglip,1,,,,,,,18,0.16882324,D:\AAG\Milano_SVI\lang2img\0_B1_SigLIP\B1_Results\A3\a3_candidates_baseline_q99_top2mean.csv,,,,,,,,,,,,,,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\hzLmpWbbM09Vltv2j88_PQ_180.jpg,,,,
A3_0051,A3,,,a tree-lined shaded path suitable for jogging.,affective_heavy,tree canopy; suitable running roads,comfortable; pleasant,,52,fXi5Ru42TtjOo7Z7PczGRg,0,0,9.256904288,45.4962438,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\fXi5Ru42TtjOo7Z7PczGRg_000.jpg,A3_0051.jpg,images/A3_0051.jpg,copied,,A3_0051,m5,fxi5ru42ttjoo7z7pczgrg::0,D:\AAG\Milano_SVI\lang2img\4_FindTop20\outputs_physical_affective\A3_m5_physical_affective\images\A3_0051.jpg,b1_siglip,1,,,,,,,19,0.16882324,D:\AAG\Milano_SVI\lang2img\0_B1_SigLIP\B1_Results\A3\a3_candidates_baseline_q99_top2mean.csv,,,,,,,,,,,,,,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\fXi5Ru42TtjOo7Z7PczGRg_000.jpg,,,,
A3_0052,A3,,,a tree-lined shaded path suitable for jogging.,affective_heavy,tree canopy; suitable running roads,comfortable; pleasant,,490,UvfEa-f5kec8fFxG9oK9yA,0,0,9.1719294,45.4727439,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\UvfEa-f5kec8fFxG9oK9yA_000.jpg,A3_0052.jpg,images/A3_0052.jpg,copied,,A3_0052,m5,uvfea-f5kec8ffxg9ok9ya::0,D:\AAG\Milano_SVI\lang2img\4_FindTop20\outputs_physical_affective\A3_m5_physical_affective\images\A3_0052.jpg,b1_siglip,1,,,,,,,20,0.16833496,D:\AAG\Milano_SVI\lang2img\0_B1_SigLIP\B1_Results\A3\a3_candidates_baseline_q99_top2mean.csv,,,,,,,,,,,,,,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\UvfEa-f5kec8fFxG9oK9yA_000.jpg,,,,
A3_0053,A3,,,a tree-lined shaded path suitable for jogging.,affective_heavy,tree canopy; suitable running roads,comfortable; pleasant,,507,7ockVLuPVmdW_IMCW5BiRg,180,180,9.178333612,45.53259206,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\7ockVLuPVmdW_IMCW5BiRg_180.jpg,A3_0053.jpg,images/A3_0053.jpg,copied,,A3_0053,m5,7ockvlupvmdw_imcw5birg::180,D:\AAG\Milano_SVI\lang2img\4_FindTop20\outputs_physical_affective\A3_m5_physical_affective\images\A3_0053.jpg,m3_qwen_rerank,1,,,,,,,,,,1,0.22668457,D:\AAG\Milano_SVI\lang2img\3_Rerank\Rerank_M3\M3_Results\A3\a3_m3_qwen_reranked.csv,,,,,,,,,,,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\7ockVLuPVmdW_IMCW5BiRg_180.jpg,,,,
A3_0054,A3,,,a tree-lined shaded path suitable for jogging.,affective_heavy,tree canopy; suitable running roads,comfortable; pleasant,,180,jZL7cCberg_dSpD_60ECzg,180,180,9.1740428,45.4710718,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\jZL7cCberg_dSpD_60ECzg_180.jpg,A3_0054.jpg,images/A3_0054.jpg,copied,,A3_0054,m5,jzl7ccberg_dspd_60eczg::180,D:\AAG\Milano_SVI\lang2img\4_FindTop20\outputs_physical_affective\A3_m5_physical_affective\images\A3_0054.jpg,m3_qwen_rerank | placeseek_physical_m5,2,,,,,,,,,,5,0.23168945,D:\AAG\Milano_SVI\lang2img\3_Rerank\Rerank_M3\M3_Results\A3\a3_m3_qwen_reranked.csv,15,0.838152116357758,D:\AAG\Milano_SVI\lang2img\3_Rerank\Rerank_Semantic\A3_m5_physical\a3_m5_physical_semantic_reranked.csv,,,,,,,,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\jZL7cCberg_dSpD_60ECzg_180.jpg,,,,
A3_0055,A3,,,a tree-lined shaded path suitable for jogging.,affective_heavy,tree canopy; suitable running roads,comfortable; pleasant,,295,xftFCy1LaiOIowbm7wCDLA,180,180,9.258701014,45.49623154,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\xftFCy1LaiOIowbm7wCDLA_180.jpg,A3_0055.jpg,images/A3_0055.jpg,copied,,A3_0055,m5,xftfcy1laioiowbm7wcdla::180,D:\AAG\Milano_SVI\lang2img\4_FindTop20\outputs_physical_affective\A3_m5_physical_affective\images\A3_0055.jpg,m3_qwen_rerank | placeseek_physical_m5,2,,,,,,,,,,6,0.22839355,D:\AAG\Milano_SVI\lang2img\3_Rerank\Rerank_M3\M3_Results\A3\a3_m3_qwen_reranked.csv,20,0.8284545261036721,D:\AAG\Milano_SVI\lang2img\3_Rerank\Rerank_Semantic\A3_m5_physical\a3_m5_physical_semantic_reranked.csv,,,,,,,,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\xftFCy1LaiOIowbm7wCDLA_180.jpg,,,,
A3_0056,A3,,,a tree-lined shaded path suitable for jogging.,affective_heavy,tree canopy; suitable running roads,comfortable; pleasant,,501,LVw3bUigvUGc7mBH2vOyjg,180,180,9.261116584,45.49739026,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\LVw3bUigvUGc7mBH2vOyjg_180.jpg,A3_0056.jpg,images/A3_0056.jpg,copied,,A3_0056,m5,lvw3buigvugc7mbh2voyjg::180,D:\AAG\Milano_SVI\lang2img\4_FindTop20\outputs_physical_affective\A3_m5_physical_affective\images\A3_0056.jpg,m3_qwen_rerank,1,,,,,,,,,,8,0.21923828,D:\AAG\Milano_SVI\lang2img\3_Rerank\Rerank_M3\M3_Results\A3\a3_m3_qwen_reranked.csv,,,,,,,,,,,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\LVw3bUigvUGc7mBH2vOyjg_180.jpg,,,,
A3_0057,A3,,,a tree-lined shaded path suitable for jogging.,affective_heavy,tree canopy; suitable running roads,comfortable; pleasant,,553,GPZoo2GPTQXloMb6Nb7X7g,0,0,9.259034086,45.4963565,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\GPZoo2GPTQXloMb6Nb7X7g_000.jpg,A3_0057.jpg,images/A3_0057.jpg,copied,,A3_0057,m5,gpzoo2gptqxlomb6nb7x7g::0,D:\AAG\Milano_SVI\lang2img\4_FindTop20\outputs_physical_affective\A3_m5_physical_affective\images\A3_0057.jpg,m3_qwen_rerank,1,,,,,,,,,,9,0.21655273,D:\AAG\Milano_SVI\lang2img\3_Rerank\Rerank_M3\M3_Results\A3\a3_m3_qwen_reranked.csv,,,,,,,,,,,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\GPZoo2GPTQXloMb6Nb7X7g_000.jpg,,,,
A3_0058,A3,,,a tree-lined shaded path suitable for jogging.,affective_heavy,tree canopy; suitable running roads,comfortable; pleasant,,69,NuVAscNgx-yZ4nEJzNJEgg,180,180,9.17824216,45.5333688,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\NuVAscNgx-yZ4nEJzNJEgg_180.jpg,A3_0058.jpg,images/A3_0058.jpg,copied,,A3_0058,m5,nuvascngx-yz4nejznjegg::180,D:\AAG\Milano_SVI\lang2img\4_FindTop20\outputs_physical_affective\A3_m5_physical_affective\images\A3_0058.jpg,m3_qwen_rerank,1,,,,,,,,,,10,0.21435547,D:\AAG\Milano_SVI\lang2img\3_Rerank\Rerank_M3\M3_Results\A3\a3_m3_qwen_reranked.csv,,,,,,,,,,,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\NuVAscNgx-yZ4nEJzNJEgg_180.jpg,,,,
A3_0059,A3,,,a tree-lined shaded path suitable for jogging.,affective_heavy,tree canopy; suitable running roads,comfortable; pleasant,,216,IarPwvMzywiKu-UQ5r6Olg,0,0,9.266994866,45.47011961,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\IarPwvMzywiKu-UQ5r6Olg_000.jpg,A3_0059.jpg,images/A3_0059.jpg,copied,,A3_0059,m5,iarpwvmzywiku-uq5r6olg::0,D:\AAG\Milano_SVI\lang2img\4_FindTop20\outputs_physical_affective\A3_m5_physical_affective\images\A3_0059.jpg,m3_qwen_rerank,1,,,,,,,,,,11,0.2130127,D:\AAG\Milano_SVI\lang2img\3_Rerank\Rerank_M3\M3_Results\A3\a3_m3_qwen_reranked.csv,,,,,,,,,,,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\IarPwvMzywiKu-UQ5r6Olg_000.jpg,,,,
A3_0060,A3,,,a tree-lined shaded path suitable for jogging.,affective_heavy,tree canopy; suitable running roads,comfortable; pleasant,,531,msSvB5eZsmowNEWKxqhTkA,0,0,9.2672242,45.4695532,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\msSvB5eZsmowNEWKxqhTkA_000.jpg,A3_0060.jpg,images/A3_0060.jpg,copied,,A3_0060,m5,mssvb5ezsmownewkxqhtka::0,D:\AAG\Milano_SVI\lang2img\4_FindTop20\outputs_physical_affective\A3_m5_physical_affective\images\A3_0060.jpg,m3_qwen_rerank,1,,,,,,,,,,12,0.2121582,D:\AAG\Milano_SVI\lang2img\3_Rerank\Rerank_M3\M3_Results\A3\a3_m3_qwen_reranked.csv,,,,,,,,,,,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\msSvB5eZsmowNEWKxqhTkA_000.jpg,,,,
A3_0061,A3,,,a tree-lined shaded path suitable for jogging.,affective_heavy,tree canopy; suitable running roads,comfortable; pleasant,,193,UOROjXAD_XFIWsBAJaItdQ,0,0,9.157579349,45.52831684,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\UOROjXAD_XFIWsBAJaItdQ_000.jpg,A3_0061.jpg,images/A3_0061.jpg,copied,,A3_0061,m5,uorojxad_xfiwsbajaitdq::0,D:\AAG\Milano_SVI\lang2img\4_FindTop20\outputs_physical_affective\A3_m5_physical_affective\images\A3_0061.jpg,m3_qwen_rerank,1,,,,,,,,,,14,0.21960449,D:\AAG\Milano_SVI\lang2img\3_Rerank\Rerank_M3\M3_Results\A3\a3_m3_qwen_reranked.csv,,,,,,,,,,,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\UOROjXAD_XFIWsBAJaItdQ_000.jpg,,,,
A3_0062,A3,,,a tree-lined shaded path suitable for jogging.,affective_heavy,tree canopy; suitable running roads,comfortable; pleasant,,361,0VyZRdHq1WQUqv2w8SZ6_A,180,180,9.13889772,45.51651045,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\0VyZRdHq1WQUqv2w8SZ6_A_180.jpg,A3_0062.jpg,images/A3_0062.jpg,copied,,A3_0062,m5,0vyzrdhq1wquqv2w8sz6_a::180,D:\AAG\Milano_SVI\lang2img\4_FindTop20\outputs_physical_affective\A3_m5_physical_affective\images\A3_0062.jpg,m3_qwen_rerank,1,,,,,,,,,,16,0.21911621,D:\AAG\Milano_SVI\lang2img\3_Rerank\Rerank_M3\M3_Results\A3\a3_m3_qwen_reranked.csv,,,,,,,,,,,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\0VyZRdHq1WQUqv2w8SZ6_A_180.jpg,,,,
A3_0063,A3,,,a tree-lined shaded path suitable for jogging.,affective_heavy,tree canopy; suitable running roads,comfortable; pleasant,,582,E-P8PSTdiTkss3o5rcsEvw,180,180,9.165090761,45.47564866,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\E-P8PSTdiTkss3o5rcsEvw_180.jpg,A3_0063.jpg,images/A3_0063.jpg,copied,,A3_0063,m5,e-p8pstditkss3o5rcsevw::180,D:\AAG\Milano_SVI\lang2img\4_FindTop20\outputs_physical_affective\A3_m5_physical_affective\images\A3_0063.jpg,m3_qwen_rerank,1,,,,,,,,,,17,0.21850586,D:\AAG\Milano_SVI\lang2img\3_Rerank\Rerank_M3\M3_Results\A3\a3_m3_qwen_reranked.csv,,,,,,,,,,,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\E-P8PSTdiTkss3o5rcsEvw_180.jpg,,,,
A3_0064,A3,,,a tree-lined shaded path suitable for jogging.,affective_heavy,tree canopy; suitable running roads,comfortable; pleasant,,106,I6sfUNRC4TlPNrCSzSXe4Q,180,180,9.19411992,45.5080972,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\I6sfUNRC4TlPNrCSzSXe4Q_180.jpg,A3_0064.jpg,images/A3_0064.jpg,copied,,A3_0064,m5,i6sfunrc4tlpnrcszsxe4q::180,D:\AAG\Milano_SVI\lang2img\4_FindTop20\outputs_physical_affective\A3_m5_physical_affective\images\A3_0064.jpg,m3_qwen_rerank,1,,,,,,,,,,18,0.21569824,D:\AAG\Milano_SVI\lang2img\3_Rerank\Rerank_M3\M3_Results\A3\a3_m3_qwen_reranked.csv,,,,,,,,,,,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\I6sfUNRC4TlPNrCSzSXe4Q_180.jpg,,,,
A3_0065,A3,,,a tree-lined shaded path suitable for jogging.,affective_heavy,tree canopy; suitable running roads,comfortable; pleasant,,46,B5sqei-5hKN_82Yk4qu9uw,180,180,9.1499625,45.4511649,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\B5sqei-5hKN_82Yk4qu9uw_180.jpg,A3_0065.jpg,images/A3_0065.jpg,copied,,A3_0065,m5,b5sqei-5hkn_82yk4qu9uw::180,D:\AAG\Milano_SVI\lang2img\4_FindTop20\outputs_physical_affective\A3_m5_physical_affective\images\A3_0065.jpg,m3_qwen_rerank,1,,,,,,,,,,19,0.21557617,D:\AAG\Milano_SVI\lang2img\3_Rerank\Rerank_M3\M3_Results\A3\a3_m3_qwen_reranked.csv,,,,,,,,,,,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\B5sqei-5hKN_82Yk4qu9uw_180.jpg,,,,
A3_0066,A3,,,a tree-lined shaded path suitable for jogging.,affective_heavy,tree canopy; suitable running roads,comfortable; pleasant,,189,vq3iqBw_Y7R9lJdRQ2fg0w,180,180,9.1607122,45.4545579,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\vq3iqBw_Y7R9lJdRQ2fg0w_180.jpg,A3_0066.jpg,images/A3_0066.jpg,copied,,A3_0066,m5,vq3iqbw_y7r9ljdrq2fg0w::180,D:\AAG\Milano_SVI\lang2img\4_FindTop20\outputs_physical_affective\A3_m5_physical_affective\images\A3_0066.jpg,m3_qwen_rerank,1,,,,,,,,,,20,0.21435547,D:\AAG\Milano_SVI\lang2img\3_Rerank\Rerank_M3\M3_Results\A3\a3_m3_qwen_reranked.csv,,,,,,,,,,,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\vq3iqBw_Y7R9lJdRQ2fg0w_180.jpg,,,,
